#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
# jac2dat - Convert .jac/.jca files to various data formats
# jac2dat v1.04 (2020-07-18)
# Perl v5.30.1
# Current time: 2020-07-18 17:45:34
#
# Jaewoong Jang
# jangj@korea.ac.kr
#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

#---------------------------------------------------------------------
# Gamma-ray detector
#---------------------------------------------------------------------
# Detector ID:    det01
# Detector model: GEM (manufacturer: ORTEC, distributor: Seiko EG&G)
#---------------------------------------------------------------------
#---------------------------------------------------------------------
# Calibration functions
#---------------------------------------------------------------------
# Energy calibration date: 2018-04-19 14:19:21
# Energy (keV)   = 6.942824e-001 + 4.994878e-001*$ch + 6.919887e-008*$ch**2
# Peak FWHM (ch) = 2.076851e+000 + 8.814739e-003*sqrt($nrg) + 1.204853e-003*$nrg
#
# Efficiency calibration date: 2018-04-19 14:22:21
# Efficiency expression: fitted
# det_eff_knee: 180 keV
# det_eff_bef_knee (cnt/gam)  = exp(-3.824022e+001 + 1.427534e+001*ln($nrg) - 1.452642e+000*ln($nrg)**2)
# det_eff_from_knee (cnt/gam) = exp(1.470955e+000 - 1.018902e+000*ln($nrg) + 1.995309e-002*ln($nrg)**2)
#---------------------------------------------------------------------
#---------------------------------------------------------------------
# Time information
#---------------------------------------------------------------------
# Live time (duration): 1200 s
# Real time (duration): 1209 s
# Acquired time:        2019-01-17 11:15:30
#---------------------------------------------------------------------

#-----------------------------------------------------------------------------------------------------------------------------------------------
# Channel | Gamma energy | Peak FWHM | Peak efficiency | Count       | Count per second or "cps" | Gamma           | Gamma per second or "gps"
# (ch)    | (keV)        | (ch)      | (cnt gam^{-1})  | (cnt)       | (cnt sec^{-1})            | (gam)           | (gam sec^{-1})           
#-----------------------------------------------------------------------------------------------------------------------------------------------
2039        1019.4376024   3.5865660      0.0097589720          0.00                     0.00000           0.00000                     0.00000
2040        1019.9373724   3.5872371      0.0097554214          0.00                     0.00000           0.00000                     0.00000
2041        1020.4371426   3.5879083      0.0097518739          0.00                     0.00000           0.00000                     0.00000
2042        1020.9369130   3.5885794      0.0097483295        911.64                     0.75970       93517.56066                    77.93130
2043        1021.4366834   3.5892504      0.0097447883        843.10                     0.70258       86518.04165                    72.09837
2044        1021.9364541   3.5899215      0.0097412502         84.41                     0.07034        8665.21223                     7.22101
2045        1022.4362248   3.5905925      0.0097377151          0.00                     0.00000           0.00000                     0.00000
2046        1022.9359957   3.5912636      0.0097341832        944.69                     0.78724       97048.71805                    80.87393
2047        1023.4357667   3.5919346      0.0097306544          0.00                     0.00000           0.00000                     0.00000
2048        1023.9355379   3.5926056      0.0097271286          0.00                     0.00000           0.00000                     0.00000
2049        1024.4353092   3.5932766      0.0097236060         45.12                     0.03760        4640.25385                     3.86688
2050        1024.9350807   3.5939475      0.0097200864        186.92                     0.15577       19230.28177                    16.02523
2051        1025.4348522   3.5946185      0.0097165699        396.19                     0.33016       40774.67710                    33.97890
2052        1025.9346240   3.5952894      0.0097130565          0.00                     0.00000           0.00000                     0.00000
2053        1026.4343958   3.5959603      0.0097095461          0.00                     0.00000           0.00000                     0.00000
2054        1026.9341678   3.5966312      0.0097060389        378.35                     0.31529       38980.88659                    32.48407
2055        1027.4339400   3.5973021      0.0097025346          0.00                     0.00000           0.00000                     0.00000
2056        1027.9337122   3.5979729      0.0096990335          0.00                     0.00000           0.00000                     0.00000
